id	type	origin	dest	dtime	vot
6024	111	9020	9023	0	45.36951944761601
350	111	9004	9008	1	45.16118957183618
3603	111	9013	9023	1	20.252625319014705
5783	111	9020	9010	1	0.8952597292475284
6180	111	9021	9019	1	21.73303600316477
6216	111	9021	9022	1	24.042532004272587
6747	111	9022	9024	1	13.90597950817257
4823	111	9016	9022	2	19.943967370903096
1596	111	9009	9014	3	72.66903550229776
2216	111	9010	9014	3	36.66933727770495
3814	111	9014	9017	3	30.917006529549262
247	111	9002	9020	4	0.25877989718747574
1744	111	9010	9003	4	14.364227778273133
3753	111	9014	9012	4	22.395842871496647
4127	111	9015	9017	4	19.487183794710816
4845	111	9016	9023	4	35.037855080116515
6078	111	9021	9010	4	26.934559147351006
6626	111	9022	9020	4	5.705660257754198
7075	111	9024	9010	4	4.714374319277511
3807	111	9014	9017	5	9.28032891730843
5743	111	9020	9008	5	4.381628372593675
6828	111	9023	9011	5	19.91525515794001
6970	111	9023	9019	5	22.288481881612444
6167	111	9021	9017	6	9.990142948316864
6310	111	9022	9007	6	108.76669031903896
6936	111	9023	9017	6	8.43297637045708
217	111	9002	9013	7	20.290817941699423
539	111	9004	9024	7	1.1100447896489962
1026	111	9007	9020	7	15.863176910646374
1647	111	9009	9017	7	93.54874670312121
1685	111	9009	9022	7	79.55849016192286
1920	111	9010	9009	7	20.392306677201127
2680	111	9011	9008	7	2.6904119987334854
4047	111	9015	9011	7	7.090381452354665
6273	111	9022	9001	7	1.3892277574129501
7076	111	9024	9010	7	14.674208849492421
2745	111	9011	9010	8	29.6230368251422
4735	111	9016	9019	8	16.748808674175486
4876	111	9017	9003	8	1.323315853510258
4922	111	9017	9008	8	0.9892903604242776
5654	111	9019	9022	8	42.10862586494137
5882	111	9020	9016	8	9.262284806797963
1561	111	9009	9011	9	2.2881740395028425
2717	111	9011	9010	9	11.592936709864222
3054	111	9011	9024	9	25.887198880962604
5776	111	9020	9010	9	29.050232809356316
6026	111	9020	9023	9	25.25202565834118
1720	111	9010	9001	10	26.58506591600823
1791	111	9010	9005	10	37.49173821317853
5310	111	9017	9024	10	118.30378648605989
5709	111	9020	9007	11	222.0172454511147
723	111	9006	9010	12	3.491816488909943
929	111	9007	9015	12	0.9265224174043574
3992	111	9015	9010	12	1.2308871137338298
5965	111	9020	9019	12	17.05387201342665
699	111	9006	9008	13	1.1728685621841919
2469	111	9010	9020	13	17.20264324439376
2489	111	9010	9021	13	5.259131394662678
2576	111	9010	9023	13	5.0044215218107535
4100	111	9015	9016	13	1.4921128353932962
4763	111	9016	9020	13	14.202090128584745
6272	111	9022	9001	13	56.6246561623014
1069	111	9008	9002	14	8.590869016704623
3266	111	9012	9016	14	47.23262381266966
4651	111	9016	9015	14	12.748408973457623
4749	111	9016	9020	14	53.6737173561545
3398	111	9013	9009	15	2.586259040607003
151	111	9001	9020	16	7.377239950193253
2437	111	9010	9019	16	4.857067559807933
4949	111	9017	9009	16	13.627365232812883
5288	111	9017	9023	16	29.634988627044287
6800	111	9023	9010	16	4.209256719440773
5644	111	9019	9022	17	22.089071154159733
6767	111	9023	9004	17	40.33249934349789
4774	111	9016	9020	18	32.50787874143484
5585	111	9019	9017	18	13.486269506966496
6104	111	9021	9011	18	5.513516566234339
3339	111	9013	9001	19	0.17601644594087854
5460	111	9019	9010	19	5.762773326027432
5892	111	9020	9016	19	4.77121768015232
1484	111	9009	9010	22	57.59954207158216
4766	111	9016	9020	22	3.3975391821548953
511	111	9004	9020	23	6.528202120350844
1263	111	9008	9016	23	13.610995958784768
2383	111	9010	9017	23	22.47850797769655
4103	111	9015	9016	23	106.0816602988983
448	111	9004	9013	24	93.64237609075003
1955	111	9010	9009	24	7.438400498730162
2280	111	9010	9015	24	1.6553611546409268
2603	111	9010	9024	24	3.761223113271732
3645	111	9014	9004	24	8.182082221737659
3856	111	9014	9022	24	1.2648587528097555
5112	111	9017	9016	24	0.9627280391205589
6671	111	9022	9021	24	39.855723295363795
69	111	9001	9011	25	9.572903792369083
449	111	9004	9013	25	33.79455177658663
