id	type	origin	dest	dtime	vot
1	111	101	102	16	38.817048107179524
215	121	101	102	17	13.515547589521788
8	111	101	102	27	22.737296271397646
232	121	101	102	32	27.9938404283939
79	111	101	102	35	12.226408385288524
208	121	101	102	36	11.730993720557356
200	121	101	102	37	10.921431295553306
147	121	101	102	40	8.358782813152777
52	111	101	102	41	8.747679559397735
133	121	101	102	44	40.680824210197336
91	111	101	102	46	20.257240527531515
237	121	101	102	47	2.6023481915632787
7	111	101	102	48	8.951780397342707
36	111	101	102	48	7.400772600365818
90	111	101	102	50	15.292111506052327
155	121	101	102	51	48.854411747313996
233	121	101	102	51	1.2671155561850436
203	121	101	102	52	33.171559162520836
138	121	101	102	60	26.562573063107383
144	121	101	102	60	40.79190108045808
183	121	101	102	69	35.70532749625891
26	111	101	102	72	51.90666016933855
116	121	101	102	72	29.450117673547943
157	121	101	102	72	9.154132588056944
25	111	101	102	73	27.24138702156897
204	121	101	102	79	7.130710756192397
221	121	101	102	79	11.970489595003361
102	121	101	102	86	6.66474715566081
93	111	101	102	91	17.138960225205096
150	121	101	102	93	28.558711834374567
145	121	101	102	106	43.36854336400692
55	111	101	102	111	13.399647603840492
12	111	101	102	114	2.518311057980782
94	111	101	102	115	0.9862765381183564
53	111	101	102	119	28.83267888930978
88	111	101	102	119	9.537538238154422
49	111	101	102	121	74.9626721128081
228	121	101	102	121	4.132992303226419
59	111	101	102	122	798.170838551496
77	111	101	102	123	6.413774315346556
18	111	101	102	126	41.82177685359952
23	111	101	102	127	8.50720117187999
97	111	101	102	131	0.9310756236754177
140	121	101	102	133	18.214732464004136
176	121	101	102	133	16.09068492011226
245	121	101	102	136	26.29376269753905
248	121	101	102	136	34.374537661246826
9	111	101	102	141	0.15370652542150431
171	121	101	102	147	35.26195675785154
196	121	101	102	151	25.269252081998303
100	111	101	102	154	56.86246043146018
181	121	101	102	157	183.59051920750179
56	111	101	102	169	15.8827160084132
106	121	101	102	171	8.70055347686746
80	111	101	102	181	42.855491678551346
167	121	101	102	183	14.720626399934169
6	111	101	102	186	12.76592158750088
141	121	101	102	187	16.718419912578586
62	111	101	102	193	0.5593203141023627
11	111	101	102	200	37.653108437600956
4	111	101	102	201	9.13057570700984
210	121	101	102	202	44.25405102949022
21	111	101	102	209	16.90815519338669
58	111	101	102	214	5.152961333823216
3	111	101	102	216	92.96650329057145
238	121	101	102	216	18.471064524064612
128	121	101	102	218	1.4533284703279898
127	121	101	102	221	2.5948365244303444
10	111	101	102	222	8.143766225267075
57	111	101	102	230	63.08216415759482
37	111	101	102	233	15.342431007878927
242	121	101	102	233	14.342238608688104
190	121	101	102	235	8.269586076855756
134	121	101	102	241	5.177049182625297
129	121	101	102	242	28.062864454056122
223	121	101	102	247	19.337444432754126
158	121	101	102	255	12.338875919442874
115	121	101	102	256	26.699458207734374
24	111	101	102	264	17.55736708456658
229	121	101	102	270	28.74363339202093
104	121	101	102	271	31.32474354615899
153	121	101	102	273	17.5124461543786
54	111	101	102	276	29.11569051768214
124	121	101	102	281	31.851826397345004
69	111	101	102	282	0.4611825637749706
143	121	101	102	283	62.41314422700361
135	121	101	102	284	51.68371949625046
101	121	101	102	286	1.7969603543314734
92	111	101	102	287	5.661724583483965
34	111	101	102	289	25.17287491933236
14	111	101	102	293	19.61102135707487
38	111	101	102	296	9.358557291356112
50	111	101	102	297	43.15633264182273
82	111	101	102	297	11.733506217981326
