1	100023	200007	0	883	1
2	100023	200007	1	1186	1
3	100023	200007	2	2277	1
4	100023	200007	3	2815	1
5	100023	200007	4	3893	1
6	100023	200007	5	5335	1
7	100023	200007	6	5986	1
8	100023	200007	7	6492	1
9	100023	200007	8	7449	1
10	100023	200007	9	8821	1
11	100023	200007	10	9662	1
12	100023	200007	11	10327	1
13	100023	200007	5	5090	1
14	100023	200007	6	5659	1
15	100023	200007	3	3263	1
16	100023	200007	4	4126	1
17	100023	200007	7	6540	1
18	100023	200007	8	7326	1
19	100023	200007	5	5272	1
20	100023	200007	6	5536	1
21	100023	200007	0	611	1
22	100023	200007	1	1268	1
23	100023	200007	2	2067	1
24	100023	200007	3	3129	1
25	100023	200007	4	4382	1
26	100023	200007	5	5030	1
27	100023	200006	6	5462	1
28	100023	200006	7	7123	1
29	100023	200006	8	7867	1
30	100023	200006	9	8335	1
31	100023	200006	10	9329	1
32	100023	200006	11	10602	1
33	100023	200006	5	5022	1
34	100023	200006	6	6258	1
35	100023	200006	3	3569	1
36	100023	200006	4	4467	1
37	100023	200006	7	7093	1
38	100023	200006	8	7756	1
39	100023	200006	5	4711	1
40	100023	200006	6	5542	1
41	100023	200004	0	429	1
42	100023	200004	1	1773	1
43	100023	200004	2	2421	1
44	100023	200004	3	2819	1
45	100023	200004	4	3884	1
46	100023	200004	5	4837	1
47	100023	200004	6	6098	1
48	100023	200004	7	6824	1
49	100023	200004	8	7715	1
50	100023	200004	9	8670	1
51	100023	200004	10	9713	1
52	100023	200004	11	10126	1
53	100023	200004	5	4591	1
54	100023	200004	6	5480	1
55	100023	200004	3	3356	1
56	100023	200004	4	4473	1
57	100023	200004	7	6962	1
58	100023	200004	8	7970	1
59	100023	200004	5	5296	1
60	100023	200004	6	5881	1
61	100023	200004	0	105	1
62	100023	200004	1	1125	1
63	100023	200004	2	2084	1
64	100023	200004	3	3327	1
65	100023	200004	4	3836	1
66	100023	200004	5	4805	1
67	100023	200004	6	6046	1
68	100023	200004	7	6429	1
69	100023	200003	8	7213	1
70	100023	200003	9	8957	1
71	100023	200003	10	9324	1
72	100023	200003	11	10395	1
73	100023	200003	5	5382	1
74	100023	200003	6	5445	1
75	100023	200003	3	3314	1
76	100023	200003	4	3867	1
77	100023	200003	7	6734	1
78	100023	200003	8	7664	1
79	100023	200003	5	5343	1
80	100023	200003	6	5450	1
81	100023	200003	0	187	1
82	100023	200001	1	1608	1
83	100023	200001	2	2076	1
84	100023	200001	3	2978	1
85	100023	200001	4	4388	1
86	100023	200001	5	4584	1
87	100023	200001	6	5703	1
88	100023	200001	7	6851	1
89	100023	200001	8	8054	1
90	100023	200001	9	8299	1
91	100023	200001	10	9132	1
92	100023	200001	11	9960	1
93	100023	200001	5	4976	1
94	100023	200001	6	5868	1
95	100023	200001	3	3439	1
96	100023	200001	4	4312	1
97	100023	200001	7	7126	1
98	100023	200001	8	7686	1
99	100023	200001	5	5394	1
100	100023	200001	6	6239	1
101	100023	200001	0	495	1
102	100023	200001	1	1270	1
103	100023	200001	2	2234	1
104	100023	200001	3	3178	1
105	100023	200001	4	4067	1
106	100023	200022	5	4701	1
107	100023	200022	6	6197	1
108	100023	200022	7	6302	1
109	100023	200022	8	7917	1
110	100023	200022	9	8892	1
111	100023	200022	10	9052	1
112	100023	200022	11	9956	1
113	100023	200022	5	5101	1
114	100023	200022	6	5780	1
115	100023	200022	3	3086	1
116	100023	200022	4	4141	1
117	100023	200022	7	6765	1
118	100023	200022	8	7889	1
119	100023	200022	5	4744	1
120	100023	200022	6	5819	1
121	100023	200022	0	40	1
122	100023	200022	1	1329	1
123	100023	200022	2	2331	1
124	100023	200022	3	3217	1
125	100023	200022	4	4497	1
126	100023	200022	5	4871	1
127	100023	200022	6	5781	1
128	100023	200022	7	7175	1
129	100023	200022	8	7209	1
130	100023	200022	9	8527	1
131	100023	200022	10	9867	1
132	100023	200022	11	10456	1
133	100023	200022	5	5297	1
134	100023	200022	6	5853	1
135	100023	200022	3	2886	1
136	100023	200022	4	3965	1
137	100023	200022	7	7006	1
138	100023	200022	8	7283	1
139	100023	200022	5	4919	1
140	100023	200022	6	5924	1
141	100023	200022	0	28	1
142	100023	200022	1	1371	1
143	100023	200022	2	2432	1
144	100023	200022	3	3329	1
145	100023	200022	4	3603	1
146	100023	200022	5	4619	1
147	100023	200022	6	5670	1
148	100023	200022	7	6768	1
149	100023	200022	8	8008	1
150	100023	200022	9	8615	1
151	100023	200022	10	9040	1
152	100023	200022	11	10749	1
153	100023	200022	5	4596	1
154	100023	200022	6	6023	1
155	100023	200022	3	3218	1
156	100023	200022	4	3745	1
157	100023	200022	7	6446	1
158	100023	200022	8	7251	1
159	100023	200022	5	4621	1
160	100023	200022	6	5555	1
161	100023	200022	0	479	1
162	100023	200022	1	988	1
163	100023	200022	2	2564	1
164	100023	200022	3	3128	1
165	100023	200022	4	4141	1
166	100023	200022	5	4550	1
167	100023	200022	6	6193	1
168	100023	200022	7	6700	1
169	100023	200022	8	7334	1
170	100023	200022	9	8464	1
171	100023	200022	10	9024	1
172	100023	200022	11	10114	1
