id	type	origin	dest	dtime	vot
37	111	1	5	28	22.056836343615835
27	111	1	5	64	1.2284632953315824
36	111	1	5	68	43.3097430932532
19	111	1	5	81	21.711330534191376
16	111	1	5	88	25.711532854043863
41	111	1	5	100	5.105285658360791
14	111	1	5	133	20.525798454662496
5	111	1	5	142	32.94024940127484
42	111	1	5	175	10.042515940054143
39	111	1	5	180	10.625568258749478
30	111	1	5	195	42.8248954920562
32	111	1	5	200	4.395580119883733
28	111	1	5	210	0.9670576118997007
7	111	1	5	255	27.62922183802941
26	111	1	5	273	3.4853561560607953
33	111	1	5	273	6.404727790398734
10	111	1	5	280	10.681607066719884
1	111	1	5	326	17.050873036960876
9	111	1	5	332	3.412492709201221
3	111	1	5	335	9.469431915183009
17	111	1	5	363	7.262034096291404
23	111	1	5	366	11.189966485973866
38	111	1	5	415	0.4461974879553524
20	111	1	5	419	7.662563558026827
22	111	1	5	453	25.328416365405964
4	111	1	5	518	21.688581692563883
43	111	1	5	527	74.15739225472137
31	111	1	5	546	38.783567870643836
11	111	1	5	577	103.5808076902391
29	111	1	5	607	16.872122001534056
8	111	1	5	631	11.783967948994675
2	111	1	5	647	15.918114280496873
40	111	1	5	662	36.10430413603879
13	111	1	5	665	32.262071131583895
34	111	1	5	695	92.49037465789749
12	111	1	5	795	31.79838574192041
25	111	1	5	803	6.106539882185638
15	111	1	5	804	12.907133232649832
35	111	1	5	869	4.86977531663428
21	111	1	5	879	47.46973605907038
24	111	1	5	883	2.8581669786001545
6	111	1	5	886	14.540141575230582
18	111	1	5	890	6.2900798019262645
74	111	1	5	906	39.719088514893244
55	111	1	5	907	3.059816942267581
53	111	1	5	916	7.497865630167448
82	111	1	5	928	25.295142041009374
67	111	1	5	952	25.97052242911718
48	111	1	5	953	5.709703353014268
64	111	1	5	977	17.238459722835575
57	111	1	5	999	4.609119490247315
84	111	1	5	1017	10.01189849015779
83	111	1	5	1027	2.588330431406199
63	111	1	5	1053	18.062810133568405
61	111	1	5	1054	3.8281272381620166
77	111	1	5	1057	81.44058901263712
60	111	1	5	1091	11.72319936075224
68	111	1	5	1123	39.09961009129801
56	111	1	5	1131	10.770568617250916
58	111	1	5	1158	0.6272821505754275
75	111	1	5	1172	10.969296962915013
46	111	1	5	1196	32.61902688398486
79	111	1	5	1249	2.2840504094401757
59	111	1	5	1259	12.011301000400929
44	111	1	5	1284	17.808487137220684
78	111	1	5	1286	11.896595462305257
49	111	1	5	1308	1.5102909862417286
62	111	1	5	1367	22.0215541000611
52	111	1	5	1376	19.86634370923209
71	111	1	5	1380	27.423293278666243
69	111	1	5	1385	55.39480500396854
50	111	1	5	1401	46.07928976387213
76	111	1	5	1438	37.451626182166926
65	111	1	5	1455	6.801038811178646
72	111	1	5	1456	14.345480382909077
73	111	1	5	1465	15.164606012857519
45	111	1	5	1486	21.227423192063398
47	111	1	5	1522	14.949879776530203
80	111	1	5	1588	12.081455875871892
