id	type	origin	dest	dtime	vot
415	111	3	1	8	24.169328208434596
5804	111	1236	1	8	2.1771158668802095
416	111	3	1	16	37.128813179103105
5805	111	1236	1	16	78.05999897735165
1	111	2	1	17	20.82378046901789
417	111	3	1	24	9.327550917556914
5806	111	1236	1	24	3.6206179628797552
1602	111	9	1	31	16.564244745532815
418	111	3	1	32	35.51810295075803
5807	111	1236	1	32	8.121101397121233
2	111	2	1	34	6.7439182818684
419	111	3	1	40	4.871411848187602
5808	111	1236	1	40	85.68843075035936
1883	111	11	1	47	84.53189426975987
420	111	3	1	48	10.813897417655447
5809	111	1236	1	48	5.318024560952039
3186	111	45	1	49	4.531023228180161
2732	111	40	1	50	10.16804220507179
3	111	2	1	51	33.090843987602504
3453	111	49	1	52	1.8871122702608156
421	111	3	1	56	8.517381668243072
5810	111	1236	1	56	18.146761923553903
1456	111	7	1	58	12.826344502752372
5541	111	1202	1	60	0.13216480115840362
1603	111	9	1	62	1.8773105571545206
422	111	3	1	64	9.344280032259578
5811	111	1236	1	64	5.225734936759244
4	111	2	1	68	28.712415738479486
5704	111	1235	1	71	13.587978645568805
423	111	3	1	72	4.608151543769545
5812	111	1236	1	72	24.524517569199134
1309	111	5	1	75	3.437427358643153
3007	111	43	1	79	48.06939903232922
424	111	3	1	80	6.925595930689681
3097	111	44	1	80	44.25496859804515
5813	111	1236	1	80	17.07863316091057
5	111	2	1	85	26.62359320369398
425	111	3	1	88	19.91200730194137
5814	111	1236	1	88	4.609839977073742
2034	111	12	1	92	26.613400825019877
1604	111	9	1	93	65.65604621027347
1884	111	11	1	94	49.73565482660333
426	111	3	1	96	0.23687039731346152
5815	111	1236	1	96	39.716486901272084
2874	111	41	1	97	46.200077793522844
3187	111	45	1	98	16.20229914425834
3589	111	50	1	98	29.89417345960022
2733	111	40	1	100	36.14034815989084
6	111	2	1	102	15.563431578008704
2255	111	26	1	102	21.59280534763668
3331	111	46	1	102	26.030609828931894
427	111	3	1	104	9.4815443787826
3454	111	49	1	104	6.559971434754061
5816	111	1236	1	104	10.738735784067337
428	111	3	1	112	7.805745484459689
5817	111	1236	1	112	67.29810848469572
1457	111	7	1	116	23.175460095150285
2672	111	39	1	118	34.37927990450199
2947	111	42	1	118	16.848936678094912
7	111	2	1	119	24.01440214807642
429	111	3	1	120	67.99426392510176
2403	111	30	1	120	96.31393174044875
2534	111	34	1	120	1.9898228464466132
5542	111	1202	1	120	24.524471252226597
5818	111	1236	1	120	15.180611960149971
1605	111	9	1	124	34.14402612281535
430	111	3	1	128	27.102301622695485
1828	111	10	1	128	0.816006307882351
5029	111	796	1	128	9.626344478387729
5819	111	1236	1	128	45.91841341110544
1404	111	6	1	135	34.216663572876016
3694	111	53	1	135	12.01768308356431
8	111	2	1	136	12.717978418687109
431	111	3	1	136	41.90494940399218
5820	111	1236	1	136	13.653236099553695
1885	111	11	1	141	25.32214791638925
5705	111	1235	1	142	10.867292625500347
432	111	3	1	144	24.015504280092994
5821	111	1236	1	144	10.540175318940774
3188	111	45	1	147	31.829395598585567
1310	111	5	1	150	11.06851275753313
2734	111	40	1	150	24.780330521404196
433	111	3	1	152	42.332023754970564
5822	111	1236	1	152	54.608035488345614
9	111	2	1	153	14.782906153404666
1606	111	9	1	155	7.289571297643996
2615	111	36	1	156	48.45726970090225
3455	111	49	1	156	11.73875333270484
3008	111	43	1	158	11.340350000186755
434	111	3	1	160	16.046392195337436
3098	111	44	1	160	7.03210868615917
5823	111	1236	1	160	7.476653255074759
435	111	3	1	168	10.912421950201383
5824	111	1236	1	168	11.832636244071493
10	111	2	1	170	44.24252247163635
3833	111	59	1	171	24.250722867295565
1458	111	7	1	174	0.6267617835280239
2324	111	27	1	175	1.4137453455239897
436	111	3	1	176	12.445262120811574
5825	111	1236	1	176	64.97159521432222
5543	111	1202	1	180	26.13059875549058
437	111	3	1	184	0.8713675903975382
2035	111	12	1	184	11.123161169693118
3415	111	48	1	184	103.45977033371835
5826	111	1236	1	184	6.027747066619924
1607	111	9	1	186	16.775860340615495
11	111	2	1	187	36.95786668389956
1886	111	11	1	188	10.031845654977042
438	111	3	1	192	107.5520877932347
5827	111	1236	1	192	11.534117753330928
2875	111	41	1	194	19.499815564421027
3189	111	45	1	196	15.296344815212565
3590	111	50	1	196	7.647843188417086
439	111	3	1	200	22.937703390325193
2735	111	40	1	200	0.6010434988855213
5828	111	1236	1	200	7.119951979534326
12	111	2	1	204	36.14788314352544
2256	111	26	1	204	17.516077774728053
3332	111	46	1	204	78.64442020711299
2111	111	13	1	205	11.62475005455228
440	111	3	1	208	2.637243265907673
3456	111	49	1	208	44.21406841314252
5829	111	1236	1	208	24.65841140125847
5706	111	1235	1	213	39.12365649563507
441	111	3	1	216	7.451551677211746
5830	111	1236	1	216	16.203727870998584
1608	111	9	1	217	33.61736836550012
2502	111	33	1	218	1.9882785289958247
13	111	2	1	221	7.619603253537193
442	111	3	1	224	50.76388136679092
5831	111	1236	1	224	21.996448338996412
1311	111	5	1	225	12.874063062308618
4998	111	795	1	225	14.911611012827594
443	111	3	1	232	44.613168206750046
1459	111	7	1	232	16.210610703486093
5832	111	1236	1	232	0.40980767194257106
1887	111	11	1	235	83.41272965644004
2673	111	39	1	236	7.707419900087896
2948	111	42	1	236	31.011169905350265
3009	111	43	1	237	65.25972872673054
14	111	2	1	238	16.973422887489264
444	111	3	1	240	79.16725603586596
2404	111	30	1	240	16.598748422337053
2462	111	31	1	240	41.3633116229369
2535	111	34	1	240	88.02489206374247
3099	111	44	1	240	21.6937250278931
