2724	65755
16186	65757
19792	342980
20248	982198
22610	171445
48367	265407
60704	171449
61886	171451
1272	478648
20371	670434
46795	265415
59651	171459
2497	265419
6470	65781
13559	65783
15584	2139395
17287	171468
25553	171470
42371	286900
51710	265428
62264	171476
65167	343004
2862	171480
3498	65801
8993	171483
12740	1043827
28163	65807
34134	65809
49410	171490
54217	171492
2017	65815
7095	65817
19106	171496
29981	65821
40551	65823
43966	478679
1477	65827
10492	65829
15069	65831
17421	478684
19516	171508
20442	65837
25678	1350015
42594	65841
44155	65843
55072	171515
63754	65847
4049	65849
10460	171520
24316	65853
31196	265467
38757	265469
49952	171527
55253	171529
58646	65863
65667	343041
22581	171534
55867	171536
919	65871
4068	171539
15071	65875
15335	65877
21021	65879
49556	171544
62760	171546
63866	343052
2911	65887
20216	412220
27605	171553
30531	171555
33914	65895
38268	171559
60452	171561
13269	65901
19622	171564
22409	65905
22830	265502
27193	171569
28443	281318
45609	265507
50411	171575
5106	65917
7705	65919
8133	343073
25810	65923
32561	65925
38071	65927
38171	171587
43367	212701
45800	65933
50244	265521
53547	65937
5909	171597
43950	65941
44983	65943
61021	65945
62262	65947
63543	265531
5036	65951
6722	65953
10420	65955
16777	65957
16887	65959
23147	265539
38222	265541
6228	65965
23704	65967
41429	65969
41982	65971
49874	265547
64128	733481
9352	796142
11126	65979
31857	171626
35232	65983
41864	171629
43116	265556
43637	65989
50300	65991
59598	1227667
62987	65995
1869	65997
6871	65999
20358	66001
21575	66003
43864	265567
51255	66007
63718	1411185
10629	265572
11545	66013
13309	66015
25059	796163
27884	66019
43518	66021
54474	265581
57461	412293
61010	66027
61221	66029
63876	66031
16649	66033
19765	343136
54815	796175
58016	1776084
1615	66041
4561	66043
32857	670579
43536	171679
52125	412309
55277	66051
29005	66053
41275	66055
41912	66057
47202	171687
57302	478809
61502	66063
12006	66065
15719	171694
30490	66069
31808	66071
45272	171700
45699	66075
55113	66077
58335	171705
62396	66081
62972	265624
777	66085
1844	66087
11053	66089
12044	66091
28973	66093
31846	171715
43020	66097
58032	1227721
11283	66101
20107	343179
21323	343181
32569	171726
34011	171728
41006	66111
55785	66113
62797	1897556
65122	66117
1157	66119
8628	171737
30327	66123
