id	type	origin	dest	dtime	vot
936	121	29	9	1	22.28224913525652
3883	121	59	44	1	21.63939544676029
2561	121	49	80	4	19.457231058364062
1731	121	44	2	5	25.975593075779496
854	121	27	30	7	16.160634191255923
1179	121	31	73	8	11.10074798135336
3894	121	59	50	9	57.80452797752817
3852	121	59	32	14	0.7893538209744296
4072	121	60	74	14	11.087393511506129
497	121	18	1158	15	1.5084005602014878
2429	121	49	41	15	18.150364359136425
3957	121	59	752	16	28.729485174642697
1000	121	30	26	17	9.128237744028166
3583	121	56	96	17	23.758612562541785
1569	121	41	9	19	5.800681705208333
919	121	28	73	20	20.67810304748208
3188	121	53	42	20	13.302943911211234
1619	121	42	43	22	7.228570538808042
2018	121	45	42	23	45.9784561708993
1521	121	37	30	24	19.809692102506588
2764	121	50	46	25	2.4075137403292466
3344	121	53	1234	28	2.3542159870031525
1271	121	33	30	29	2.9980700210102667
1829	121	44	51	29	9.420262291403168
2961	121	51	50	29	12.149553764729323
662	121	23	24	30	21.74921996744133
3249	121	53	63	30	8.258922553966814
3865	121	59	35	30	30.906220298685877
25	111	1	5	31	16.319060963326606
2779	121	50	51	33	44.11267007879171
80	111	2	7	34	24.6573166389465
1436	121	34	55	34	27.593348606080102
2011	121	45	41	38	26.925573596796692
2887	121	50	774	39	55.54343595198883
3048	121	52	81	39	38.67143048167525
2234	121	46	43	41	43.375935397596244
3559	121	56	63	42	31.574216121570046
1351	121	34	23	43	10.878047746906894
4128	121	61	72	44	6.205228203691299
1339	121	34	7	50	12.810443519991138
2441	121	49	42	55	45.37642463704304
3723	121	58	26	60	3.4573645490220177
1197	121	31	102	62	2.889410634850795
846	121	27	28	65	3.7684411612400406
361	121	13	12	66	10.696299963942346
1352	121	34	24	66	36.64587355246787
765	121	25	10	68	1.3030320024434454
925	121	28	742	68	19.01895587359479
142	121	5	6	70	4.103189435948335
2235	121	46	44	76	1.178370412563943
3024	121	52	38	80	3.508307270539723
2433	121	49	41	82	25.87414178448436
817	121	26	731	83	6.680278654260213
273	121	10	112	84	24.96902693405789
1492	121	34	1234	87	12.950448964421575
2880	121	50	753	89	7.6002434191695425
1882	121	44	804	91	11.096911827723934
4145	121	62	25	91	10.448088886518152
1722	121	43	791	98	14.470328237750408
2551	121	49	76	100	19.121044993379925
