593	2
5967	4
594	2
5968	4
84	8
595	2
5969	4
1644	12
415	2
596	2
5970	4
85	8
5798	4
597	2
5971	4
1910	21
598	2
5972	4
3219	25
86	8
2766	28
3484	30
599	2
5973	4
1479	34
5558	36
1645	12
416	2
600	2
5974	4
87	8
5799	4
1	8
5718	45
601	2
5975	4
1328	49
3030	51
602	2
3119	54
5976	4
88	8
603	2
5977	4
2046	60
1646	12
1911	21
417	2
604	2
2893	66
5978	4
3220	25
3607	10549
89	8
2767	28
5800	4
2272	75
3349	77
605	2
3485	30
5979	4
606	2
5980	4
1480	34
2689	85
2964	87
90	8
5559	36
607	2
2417	92
2549	94
5981	4
1598	12
1647	12
418	2
608	2
1836	9565
5033	103
5982	4
3709	20951
91	8
5801	4
2	8
609	2
5983	4
1413	113
5719	45
1912	21
610	2
5984	4
3221	25
1329	49
92	8
2768	28
611	2
5985	4
2628	125
1648	12
3486	30
3031	51
419	2
612	2
3120	54
5986	4
93	8
613	7203
5802	4
5987	4
3846	138
2335	9815
1481	34
614	2
5988	4
5560	36
2047	60
615	2
5989	4
94	8
1880	21
3427	151
1649	12
1913	21
420	2
616	2
2737	28
2894	66
3190	25
5990	4
3222	25
3608	13537
2115	163
617	2
5991	4
95	8
2769	28
5803	4
3	8
2273	75
3350	77
3457	30
618	7203
3487	30
5992	4
5720	45
2511	178
619	2
5993	4
96	8
1650	12
1454	34
421	7203
620	2
5994	4
1330	49
2470	9583
4998	9719
5534	36
621	2
5995	4
1482	34
2690	85
2965	87
97	8
3032	51
5804	4
1914	21
5561	36
622	2
2418	92
2550	94
3121	54
5996	4
3223	25
1599	12
623	7203
5997	4
1651	12
5082	214
98	8
2770	28
422	2
624	2
1837	101
5034	103
5998	4
3488	30
3817	224
4227	21097
625	7203
5999	4
3710	9568
99	8
5805	4
4	8
626	2
6000	4
1414	113
2048	60
627	2
6001	4
1652	12
5721	45
1915	21
100	8
423	2
628	2
2895	66
4675	14207
4830	249
5462	251
5699	45
6002	4
1483	34
3224	25
3609	10549
629	2
5562	36
6003	4
1331	49
101	8
1310	49
1580	264
2223	9600
2601	268
2771	28
3012	51
5806	4
630	2
6004	4
2274	75
3351	77
2629	125
631	7203
1653	12
3489	30
6005	4
3033	51
102	8
424	2
632	7203
3102	54
3122	54
3922	9605
6006	4
633	2
6007	4
1916	21
103	8
634	2
5807	4
6008	4
3847	138
2030	60
2371	300
4698	302
4975	304
5137	306
5485	308
5	8
3225	25
1654	12
635	2
6009	4
2336	7237
1484	34
2691	85
2966	87
425	2
636	2
5722	45
6010	4
104	8
2772	28
5563	36
637	2
2419	92
2551	94
3942	329
4904	331
6011	4
3490	30
2049	60
1600	12
638	2
6012	4
105	8
5808	4
1881	21
3428	151
1655	12
639	2
1332	49
6013	4
1917	21
426	2
640	2
1838	101
2258	75
2391	352
2738	28
2879	66
2896	66
3191	25
3335	77
3593	12647
3669	360
3781	362
4852	9751
4886	11315
5035	103
6014	4
106	8
3226	25
3610	10549
641	2
3034	51
6015	4
2116	163
642	2
3123	54
6016	4
3711	49778
107	8
2773	28
5809	4
1656	12
6	8
643	2
6017	4
1485	34
2275	75
3352	77
1415	113
2161	392
2205	12712
2245	7285
3458	30
3686	9780
3798	12716
3883	403
4000	9641
4178	12851
5564	36
427	2
644	2
3491	30
6018	4
108	8
5723	45
645	2
6019	4
1918	21
2512	178
646	2
6020	4
109	8
1657	12
5810	4
3227	25
647	2
6021	4
1455	34
2146	429
2405	92
2537	94
2677	85
2952	87
3407	435
3985	437
428	2
648	2
6022	4
1333	49
110	8
2774	28
649	2
2050	60
6023	4
2471	189
4999	9719
5535	36
650	7203
6024	4
2630	125
1486	34
2692	85
2967	87
1658	12
3492	30
111	8
3035	51
5811	4
651	2
1919	21
6025	4
5565	36
7	8
429	2
652	2
1825	101
2183	9654
2420	92
2552	94
2897	66
3124	54
3754	15882
3767	13045
4270	12734
5022	103
5156	483
5504	485
5523	9665
6026	4
112	8
653	2
3228	25
3611	35577
6027	4
1601	12
5724	45
654	2
6028	4
1659	12
5083	214
113	8
655	7203
2775	28
5812	4
6029	4
3848	138
430	2
656	7203
1839	9565
2276	75
3353	77
5036	103
6030	4
1920	21
657	7203
3493	30
6031	4
114	8
1403	113
2337	7237
3699	9568
3818	9588
4156	9669
4228	21097
5357	35663
1487	34
1334	49
658	2
6032	4
1660	12
5566	36
3712	106
659	2
6033	4
3229	25
115	8
5813	4
8	8
431	2
660	2
6034	4
1416	113
2051	60
3036	51
661	2
6035	4
116	8
2776	28
1882	21
3429	151
662	2
3125	54
6036	4
1661	12
5725	45
1921	21
663	2
6037	4
117	8
5814	4
3494	30
432	2
664	2
2496	566
2619	125
2666	569
2739	28
2898	66
3192	25
3909	9676
4074	576
4676	23457
4717	9680
4780	14940
4816	13000
4831	10066
4869	9686
5114	588
5342	590
5433	9691
5463	251
5700	45
