33	12	6
33	24	6
33	45	6
22	12	18
22	24	18
22	45	18
2	12	24
2	24	24
2	45	24
23	12	78
23	24	78
23	45	78
14	12	96
14	24	96
14	45	96
19	12	102
19	24	102
19	45	102
27	12	108
32	12	108
27	24	108
27	45	108
15	12	114
32	24	114
32	45	114
1	12	120
15	24	120
15	45	120
30	12	126
1	24	126
1	45	126
30	24	132
30	45	132
25	12	138
25	24	138
25	45	138
3	12	222
36	12	222
3	24	222
3	45	222
36	24	228
36	45	228
10	12	246
10	24	246
10	45	246
35	12	252
35	24	252
35	45	252
39	12	264
39	24	264
39	45	264
40	12	270
40	24	270
40	45	270
21	12	276
18	12	276
21	23	276
18	24	276
21	34	276
21	45	276
18	45	276
8	12	288
8	24	288
8	45	288
5	12	312
5	24	312
5	45	312
16	12	342
6	12	342
16	24	342
16	45	342
6	24	348
6	45	348
20	12	354
20	24	354
20	45	354
41	12	420
41	24	420
41	45	420
26	12	450
26	24	450
26	45	450
29	12	462
29	24	462
29	45	462
43	12	546
28	12	546
43	24	546
43	45	546
9	12	552
28	24	552
28	45	552
9	24	558
9	45	558
31	12	570
31	24	570
31	45	570
13	12	702
13	24	702
13	45	702
34	12	714
34	24	714
34	45	714
38	12	720
38	24	720
38	45	720
4	12	774
4	24	774
4	45	774
42	12	810
42	24	810
42	45	810
11	12	834
11	24	834
11	45	834
37	12	852
12	12	852
37	24	852
37	45	852
12	24	858
12	45	858
7	12	894
7	24	894
7	45	894
17	12	900
24	12	900
17	24	900
17	45	900
55	12	906
24	24	906
24	45	906
49	12	912
46	12	912
55	24	912
55	45	912
64	12	918
49	24	918
49	45	918
46	24	924
46	45	924
84	12	930
64	24	930
64	45	930
84	24	936
84	45	936
58	12	954
66	12	954
58	24	954
58	45	954
66	24	960
66	45	960
70	12	966
70	24	966
70	45	966
57	12	978
57	24	978
57	45	978
83	12	984
83	24	984
83	45	984
67	12	1002
67	24	1002
67	45	1002
45	12	1014
45	24	1014
45	45	1014
81	12	1032
81	24	1032
81	45	1032
68	12	1074
68	24	1074
68	45	1074
48	12	1080
48	24	1080
48	45	1080
73	12	1104
73	24	1104
73	45	1104
59	12	1110
59	24	1110
59	45	1110
54	12	1116
54	24	1116
54	45	1116
53	12	1128
53	24	1128
53	45	1128
69	12	1176
69	23	1176
69	34	1176
69	45	1176
60	12	1242
60	24	1242
60	45	1242
86	12	1266
86	24	1266
86	45	1266
79	12	1308
79	24	1308
79	45	1308
62	12	1362
62	24	1362
62	45	1362
63	12	1422
63	24	1422
63	45	1422
76	12	1428
76	24	1428
76	45	1428
71	12	1464
71	24	1464
