900
,,2314,12,13,2322,901919,1419014,2324,21,902424,1816,26,1820,31,319003,1312,34,43,901414,1324,45,2219022,816,1119011,54,1919019,312,56,59,62,65,902222,68,2120,1610,2122,2124,819008,2119021,78,1619016,1617,901212,1618,86,1110,87,1112,901717,89,1114,519005,95,98,109,2413,1319013,114,2419024,2421,2423,219002,123,1915,1917,1920,1411,901515,1415,902020,2319023,1019010,910,1423,1819018,719007,90011,411,901010,2215,90022,168,2220,2221,1710,2223,90033,1519015,1716,1719,901818,419004,1211,187,1213,90044,902323,90055,901313,718,2019020,90066,1219012,119001,90077,2018,2019,902121,2021,1510,2022,90088,1514,1519,919009,1522,90099,1011,1719017,1015,619006,1016,1017,901111,901616
0,318.75,360.7142857142857,241.15384615384616,320.7291666666667,16.18577075098814,15.0,122.84210526315789,360.0,18.7,749.1076487252125,1310.921052631579,316.69117647058823,240.0,15.0,180.0,240.83955223880596,240.0,466.4835164835165,575.9274193548387,168.206106870229,15.0,379.7635135135135,15.0,120.11811023622047,15.0,240.58252427184465,627.5,374.8529411764706,300.0,241.53846153846155,39.48529411764706,145.9090909090909,384.86486486486484,328.09859154929575,1239.1304347826087,1259.7272727272727,15.0,15.0,1407.3,15.0,155.0420168067227,15.275735294117647,180.0,188.04,363.9928057553957,182.2992700729927,362.3076923076923,100.17278617710583,600.0,246.58163265306123,15.0,302.1556886227545,601.1538461538462,192.24683544303798,246.12244897959184,15.0,361.0344827586207,15.0,400.09090909090907,166.02272727272728,15.0,240.0,1104.469696969697,1796.9318181818182,293.77777777777777,333.2068965517241,15.319148936170214,681.3586956521739,16.466480446927374,15.0,15.0,344.7692307692308,1795.188679245283,15.0,15.0,15.0,910.25,309.96610169491527,310.94306049822063,15.197368421052632,367.44525547445255,325.0,176.6860465116279,555.6428571428571,406.06299212598424,15.0,15.0,233.90322580645162,333.13953488372096,15.0,15.0,1650.6081081081081,120.0,598.5798816568048,15.58695652173913,181.95422535211267,15.0,17.722419928825623,120.64748201438849,15.0,21.836734693877553,15.0,15.0,15.06276150627615,240.0,246.58163265306123,22.3943661971831,427.34375,446.3957597173145,1478.1147540983607,102.78461538461538,304.0,205.20618556701032,15.0,217.2077922077922,15.094637223974763,352.10820895522386,15.0,489.8011363636364,15.0,317.02127659574467,570.7142857142857,74.79545454545455,872.6504854368932
900,355.3211009174312,360.75,240.5097087378641,519.5723684210526,15.703125,15.0,138.78048780487805,360.0,19.451612903225808,1125.3729281767955,1161.5454545454545,654.4845360824743,240.0,15.0,180.1153846153846,241.21495327102804,240.0,865.78125,1085.7843137254902,322.71067415730334,15.0,551.3486842105264,15.0,124.13793103448276,15.0,241.2962962962963,883.59375,614.1864406779661,300.4054054054054,241.30434782608697,96.37577002053388,257.25,492.1621621621622,504.0,1081.2162162162163,1562.5819672131147,15.0,15.0,1310.9574468085107,15.0,246.5,16.08303249097473,180.0,441.3265306122449,522.9865771812081,191.89655172413794,372.1304347826087,284.8407643312102,600.3571428571429,269.1463414634146,15.0,301.9127516778523,614.3129770992366,505.6926952141058,245.0,15.0,362.14285714285717,15.0,543.2142857142857,239.8905109489051,15.0,240.0,1368.080357142857,1530.0,407.9577464788732,540.3040540540541,15.597189695550352,1056.8076923076924,22.122015915119363,15.0,15.0,706.9714285714285,1778.8636363636363,15.0,15.0,15.0,1443.0223880597016,363.976897689769,632.319587628866,15.365853658536585,545.8823529411765,1058.235294117647,468.8659793814433,708.7755102040817,824.3877551020408,15.0,15.0,455.6730769230769,528.2608695652174,15.0,15.0,1658.1818181818182,120.07575757575758,718.2203389830509,30.945378151260503,342.6595744680851,15.125,16.409395973154364,120.38461538461539,15.0,20.86092715231788,15.0,15.0,15.98360655737705,240.04792332268372,343.46938775510205,16.682242990654206,573.2608695652174,451.83279742765274,1225.1612903225807,197.38738738738738,303.4177215189873,201.83823529411765,15.0,390.76271186440675,15.683890577507599,525.5,15.0,770.3174603174604,15.0,517.0890410958904,600.5813953488372,133.59908883826878,1440.889101338432
1800,247.78846153846155,360.0,240.0,680.1459854014598,15.0,15.0,121.5909090909091,360.0,15.0,1032.5316455696202,767.1428571428571,371.64596273291926,240.0,15.0,180.0,240.6578947368421,240.0,1680.0,1259.6017699115043,229.04255319148936,15.0,621.6509433962265,15.0,120.0,15.0,240.0,710.5555555555555,683.359375,300.375,240.0,193.63636363636363,429.9657534246575,473.0625,683.1164383561644,589.3636363636364,1378.5294117647059,15.0,15.0,1085.204081632653,15.0,364.3448275862069,15.0,180.0,595.5109489051094,507.55434782608694,184.54128440366972,363.2692307692308,457.5,600.0,244.01162790697674,15.0,300.38461538461536,641.9047619047619,368.89830508474574,240.3846153846154,15.0,360.42857142857144,15.0,321.25,169.6969696969697,15.0,240.0,976.0714285714286,1076.25,391.1363636363636,772.751677852349,15.0,739.4117647058823,17.5,15.0,15.0,564.1755319148937,1123.6363636363637,15.0,15.0,15.0,1545.3846153846155,770.0,679.4354838709677,15.0,616.081081081081,828.1818181818181,188.63636363636363,865.8227848101266,858.440366972477,15.0,15.0,546.0849056603773,214.8,15.0,15.0,1493.5714285714287,120.0,302.58620689655174,45.0,242.14285714285714,15.0,22.5,120.0,15.0,15.0,15.0,15.0,15.0,240.0,448.3980582524272,15.0,518.4883720930233,372.64462809917353,933.0952380952381,204.0,305.27027027027026,180.1829268292683,15.0,582.3985239852399,15.0,606.1971830985915,15.0,540.5421686746988,15.0,751.6438356164383,630.6198347107438,220.0,2276.6666666666665
2700,240.71428571428572,360.0,240.0,483.2142857142857,15.0,15.0,121.0,360.0,15.0,240.3125,300.0,240.2054794520548,240.0,15.0,180.0,240.0,240.0,15.0,1005.0,120.0,15.0,330.2631578947368,15.0,120.0,15.0,240.0,281.25,300.0,300.0,240.0,15.0,519.0,360.0,861.6206896551724,221.8421052631579,801.9642857142857,15.0,15.0,389.3478260869565,15.0,422.16101694915255,15.0,180.0,604.5505617977528,300.45454545454544,180.34883720930233,360.0,15.0,600.0,254.126213592233,15.0,300.0,602.7272727272727,180.3448275862069,240.3658536585366,15.0,360.0,15.0,180.0,120.37974683544304,15.0,240.0,403.42105263157896,382.5,240.0,973.3720930232558,15.0,300.0,15.0,15.0,15.0,218.71621621621622,527.1428571428571,15.0,15.0,15.0,795.0,15.0,297.5342465753425,15.0,344.0163934426229,323.3333333333333,120.69767441860465,480.0,687.7777777777778,15.0,15.0,170.51020408163265,120.0,15.0,15.0,660.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,378.1578947368421,364.6601941747573,315.0,15.0,303.87931034482756,180.0,15.0,469.09090909090907,15.0,321.5546218487395,15.0,360.0,15.0,938.4827586206897,519.9418604651163,15.0,15.0
3600,240.0,360.0,240.0,240.0,15.0,15.0,120.45454545454545,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,1042.8082191780823,120.0,300.0,15.0,15.0,180.0,15.0,130.3846153846154,15.0,180.0,160.5,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.71428571428571,15.0,240.0,180.0,120.0,240.0,900.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,352.5,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,1037.3214285714287,480.0,15.0,15.0
4500,240.0,360.0,240.0,240.0,15.0,15.0,120.0,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,1214.4690265486727,120.0,180.0,15.0,15.0,180.0,15.0,120.0,15.0,180.0,120.0,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.0,15.0,240.0,180.0,120.0,240.0,240.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,240.0,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,564.0,480.0,15.0,15.0
5400,240.0,360.0,240.0,240.0,15.0,15.0,120.0,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,240.0,120.0,180.0,15.0,15.0,180.0,15.0,120.0,15.0,180.0,120.0,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.0,15.0,240.0,180.0,120.0,240.0,240.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,240.0,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,240.0,480.0,15.0,15.0
6300,240.0,360.0,240.0,240.0,15.0,15.0,120.0,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,240.0,120.0,180.0,15.0,15.0,180.0,15.0,120.0,15.0,180.0,120.0,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.0,15.0,240.0,180.0,120.0,240.0,240.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,240.0,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,240.0,480.0,15.0,15.0
7200,240.0,360.0,240.0,240.0,15.0,15.0,120.0,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,240.0,120.0,180.0,15.0,15.0,180.0,15.0,120.0,15.0,180.0,120.0,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.0,15.0,240.0,180.0,120.0,240.0,240.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,240.0,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,240.0,480.0,15.0,15.0
8100,240.0,360.0,240.0,240.0,15.0,15.0,120.0,360.0,15.0,180.0,300.0,240.0,240.0,15.0,180.0,240.0,240.0,15.0,240.0,120.0,15.0,300.0,15.0,120.0,15.0,240.0,240.0,300.0,300.0,240.0,15.0,120.0,360.0,240.0,120.0,180.0,15.0,15.0,180.0,15.0,120.0,15.0,180.0,120.0,300.0,180.0,360.0,15.0,600.0,240.0,15.0,300.0,600.0,180.0,240.0,15.0,360.0,15.0,180.0,120.0,15.0,240.0,180.0,120.0,240.0,240.0,15.0,300.0,15.0,15.0,15.0,180.0,240.0,15.0,15.0,15.0,360.0,15.0,180.0,15.0,300.0,300.0,120.0,480.0,240.0,15.0,15.0,120.0,120.0,15.0,15.0,360.0,120.0,180.0,15.0,15.0,15.0,15.0,120.0,15.0,15.0,15.0,15.0,15.0,240.0,240.0,15.0,360.0,360.0,300.0,15.0,300.0,180.0,15.0,180.0,15.0,300.0,15.0,360.0,15.0,240.0,480.0,15.0,15.0
