14411	9006	-9002	3	3	330.0	5.0	2	{90066,62,219002}
14413	9010	-9015	3	3	390.0	6.0	2	{901010,1015,1519015}
16648	9011	-9015	4	4	690.0	11.0	2	{901111,1110,1015,1519015}
14417	9012	-9010	4	4	690.0	11.0	2	{901212,1211,1110,1019010}
14419	9004	-9007	6	6	690.0	11.0	2	{90044,45,56,68,87,719007}
16653	9004	-9015	6	6	990.0	16.0	2	{90044,45,59,910,1015,1519015}
14423	9012	-9008	7	7	990.0	16.0	2	{901212,123,34,45,56,68,819008}
16657	9012	-9017	8	8	1590.0	26.0	2	{901212,123,34,45,59,910,1017,1719017}
14427	9016	-9017	3	3	150.0	2.0	2	{901616,1617,1719017}
14429	9016	-9020	4	4	450.0	7.0	2	{901616,1618,1820,2019020}
14431	9017	-9008	4	4	450.0	7.0	2	{901717,1716,168,819008}
14433	9017	-9012	6	6	1050.0	17.0	2	{901717,1716,1610,1011,1112,1219012}
14435	9017	-9016	3	3	150.0	2.0	2	{901717,1716,1619016}
14437	9019	-9011	5	5	750.0	12.0	2	{901919,1915,1514,1411,1119011}
14439	9020	-9014	5	5	750.0	12.0	2	{902020,2019,1915,1514,1419014}
14441	9022	-9019	4	4	390.0	6.0	2	{902222,2215,1519,1919019}
14443	9001	-9004	4	4	510.0	8.0	2	{90011,13,34,419004}
16672	9004	-9017	6	6	1110.0	18.0	2	{90044,45,59,910,1017,1719017}
16674	9020	-9008	5	5	750.0	12.0	2	{902020,2018,1816,168,819008}
18782	9021	-9022	5	5	570.0	9.0	2	{902121,2124,2423,2322,2219022}
14451	9022	-9009	5	5	750.0	12.0	2	{902222,2215,1510,109,919009}
14453	9023	-9018	5	5	810.0	13.0	2	{902323,2322,2220,2018,1819018}
14455	9008	-9006	3	3	150.0	2.0	2	{90088,86,619006}
14457	9008	-9020	5	5	570.0	9.0	2	{90088,87,718,1820,2019020}
14459	9014	-9009	5	5	750.0	12.0	2	{901414,1411,1110,109,919009}
18790	9014	-9023	5	5	750.0	12.0	2	{901414,1415,1522,2223,2319023}
16684	9018	-9001	7	7	1290.0	21.0	2	{901818,1816,168,86,62,21,119001}
14447	9020	-9008	5	5	570.0	9.0	2	{902020,2018,187,78,819008}
18794	9002	-9011	6	6	1230.0	20.0	2	{90022,21,13,34,411,1119011}
14468	9010	-9020	5	5	690.0	11.0	2	{901010,1016,1618,1820,2019020}
18798	9010	-9024	6	6	930.0	15.0	2	{901010,1015,1522,2223,2324,2419024}
16692	9012	-9019	9	9	1710.0	28.0	2	{901212,123,34,45,59,910,1017,1719,1919019}
14474	9017	-9019	3	3	150.0	2.0	2	{901717,1719,1919019}
16695	9019	-9016	5	5	690.0	11.0	2	{901919,1920,2018,1816,1619016}
14478	9022	-9023	3	3	270.0	4.0	2	{902222,2223,2319023}
14481	9005	-9010	4	4	510.0	8.0	2	{90055,59,910,1019010}
14483	9006	-9024	8	8	1230.0	20.0	2	{90066,68,87,718,1820,2021,2124,2419024}
14485	9010	-9004	5	5	630.0	10.0	2	{901010,109,95,54,419004}
14487	9010	-9009	3	3	210.0	3.0	2	{901010,109,919009}
14490	9020	-9016	4	4	450.0	7.0	2	{902020,2018,1816,1619016}
14492	9022	-9015	3	3	210.0	3.0	2	{902222,2215,1519015}
14494	9023	-9014	3	3	270.0	4.0	2	{902323,2314,1419014}
14496	9023	-9020	4	4	570.0	9.0	2	{902323,2322,2220,2019020}
16708	9024	-9010	6	6	930.0	15.0	2	{902424,2423,2322,2215,1510,1019010}
20799	9024	-9010	6	6	930.0	15.0	2	{902424,2423,2314,1411,1110,1019010}
14501	9007	-9016	4	4	330.0	5.0	2	{90077,718,1816,1619016}
14503	9009	-9010	3	3	210.0	3.0	2	{90099,910,1019010}
14505	9010	-9022	4	4	570.0	9.0	2	{901010,1015,1522,2219022}
14507	9014	-9022	4	4	510.0	8.0	2	{901414,1415,1522,2219022}
14509	9008	-9017	4	4	450.0	7.0	2	{90088,816,1617,1719017}
14511	9009	-9004	4	4	450.0	7.0	2	{90099,95,54,419004}
18825	9021	-9015	5	5	810.0	13.0	2	{902121,2120,2019,1915,1519015}
18827	9022	-9004	8	8	1290.0	21.0	2	{902222,2223,2324,2413,1312,123,34,419004}
14517	9022	-9010	4	4	570.0	9.0	2	{902222,2215,1510,1019010}
16723	9002	-9009	7	7	1290.0	21.0	2	{90022,21,13,34,45,59,919009}
14521	9006	-9004	4	4	390.0	6.0	2	{90066,65,54,419004}
14524	9008	-9010	4	4	570.0	9.0	2	{90088,816,1610,1019010}
14526	9009	-9015	4	4	570.0	9.0	2	{90099,910,1015,1519015}
14528	9012	-9011	3	3	390.0	6.0	2	{901212,1211,1119011}
17957	9019	-9010	4	4	570.0	9.0	2	{901919,1915,1510,1019010}
14532	9023	-9012	5	5	570.0	9.0	2	{902323,2324,2413,1312,1219012}
18840	9001	-9007	8	8	1170.0	19.0	2	{90011,13,34,45,56,68,87,719007}
16736	9001	-9018	9	9	1830.0	30.0	2	{90011,13,34,45,59,98,87,718,1819018}
14538	9003	-9010	6	6	870.0	14.0	2	{90033,34,45,59,910,1019010}
16739	9012	-9018	9	9	1830.0	30.0	2	{901212,123,34,45,59,98,87,718,1819018}
24573	9014	-9008	6	6	1110.0	18.0	2	{901414,1411,1110,1016,168,819008}
20826	9016	-9023	7	7	1110.0	18.0	2	{901616,1618,1820,2021,2124,2423,2319023}
14546	9020	-9007	4	4	390.0	6.0	2	{902020,2018,187,719007}
14548	9020	-9015	4	4	450.0	7.0	2	{902020,2019,1915,1519015}
16748	9020	-9023	5	5	690.0	11.0	2	{902020,2021,2124,2423,2319023}
18855	9004	-9023	7	7	1050.0	17.0	2	{90044,43,312,1213,1324,2423,2319023}
14554	9006	-9021	7	7	1050.0	17.0	2	{90066,68,87,718,1820,2021,2119021}
18859	9009	-9023	6	6	990.0	16.0	2	{90099,910,1015,1522,2223,2319023}
16755	9012	-9007	8	8	1710.0	28.0	2	{901212,123,34,45,59,98,87,719007}
18863	9013	-9010	7	7	1290.0	21.0	2	{901313,1324,2423,2314,1415,1510,1019010}
20837	9014	-9007	7	7	1110.0	18.0	2	{901414,1411,1110,1016,1618,187,719007}
14564	9014	-9012	4	4	630.0	10.0	2	{901414,1411,1112,1219012}
16762	9017	-9010	3	3	510.0	8.0	2	{901717,1710,1019010}
20841	9017	-9020	5	5	570.0	9.0	2	{901717,1716,1618,1820,2019020}
16765	9020	-9017	5	5	570.0	9.0	2	{902020,2018,1816,1617,1719017}
14572	9022	-9007	5	5	690.0	11.0	2	{902222,2220,2018,187,719007}
22327	9001	-9014	6	6	1110.0	18.0	2	{90011,13,312,1211,1114,1419014}
14578	9011	-9010	3	3	330.0	5.0	2	{901111,1110,1019010}
17818	9019	-9017	5	5	1050.0	17.0	2	{901919,1915,1510,1017,1719017}
14580	9019	-9017	3	3	150.0	2.0	2	{901919,1917,1719017}
