20	90011	0
30	90022	0
10	90033	0
3	90044	0
4	90055	0
5	90066	0
19	90077	0
21	90088	0
28	90088	0
9	90099	0
8	901111	0
13	901111	0
16	901313	0
12	901414	0
29	901414	0
7	901515	0
11	901515	0
14	901717	0
25	901717	0
15	901818	0
22	901818	0
24	901818	0
17	901919	0
27	902020	0
2	902121	0
23	902121	0
26	902121	0
18	902222	0
6	902424	0
20	12	6
30	21	6
10	312	6
3	45	6
4	54	6
5	65	6
19	718	6
21	86	6
28	87	6
9	910	6
8	1114	6
13	1110	6
16	1312	6
12	1411	6
29	1415	6
7	1510	6
11	1522	6
14	1719	6
25	1716	6
15	1816	6
22	1816	6
24	1820	6
17	1917	6
27	2018	6
2	2122	6
26	2124	6
18	2215	6
6	2423	6
23	2122	12
4	411	126
3	56	126
19	1816	126
2	2215	132
14	1920	138
23	2215	138
6	2314	138
25	1618	144
17	1716	144
21	619006	156
28	719007	186
9	1016	186
18	1519015	186
15	1610	186
22	1617	186
11	2219022	186
16	1211	192
26	2423	216
10	1213	246
27	187	246
24	2022	246
5	54	252
12	1110	282
8	1423	282
17	1618	294
19	1610	306
13	1016	312
2	1519015	312
22	1719	312
23	1510	318
25	1819018	324
29	1519	336
26	2314	354
30	13	366
20	26	366
27	78	366
7	1019010	366
5	43	372
14	2019020	384
3	68	402
6	1419014	414
10	1324	426
22	1919019	432
9	1617	450
15	109	468
17	187	474
29	1917	522
3	819008	534
4	1119011	534
27	86	546
24	2219022	564
19	1019010	576
8	2322	576
12	1019010	582
13	1619016	582
16	1119011	588
17	719007	594
9	1719017	594
30	312	606
5	312	612
26	1419014	630
15	919009	648
29	1719017	654
23	1019010	678
27	65	690
10	2419024	696
20	68	726
8	2219022	834
30	1213	846
5	1219012	852
20	816	888
27	54	930
30	1319013	1026
27	419004	1050
20	1617	1224
20	1719017	1362
