id	type	origin	dest	dtime	vot
1	600	100379	225469	5464	63.715824979071236
2	600	100379	225469	5528	3.6494365949608016
3	600	100379	225469	5592	14.468811803837504
4	600	100379	225469	5656	3.6880343448146626
5	600	100379	225469	5720	14.324036010659107
6	600	100379	225469	5784	36.312686284581986
7	600	100379	225469	5848	17.212331215165026
8	600	100379	225469	5912	5.241037178957901
9	600	100379	225469	5976	8.517569093234714
10	600	100379	225469	6040	4.675467505219867
11	600	100379	225469	6104	19.499834602793722
12	600	100379	225469	6168	24.865004415809278
13	600	100379	225469	6232	6.665588637462116
14	600	100379	225469	6428	31.636361957560478
15	600	100379	225469	6556	8.214319055873313
16	600	100379	225469	6684	7.896837989718185
17	600	100379	225469	6812	3.7314932005855286
18	600	100379	225469	6940	11.729979907085177
19	600	100379	225469	7068	3.5693170334106785
20	600	100379	225469	3712	16.154343315784384
21	600	100379	225469	3824	21.731180215882915
22	600	100379	225469	3936	33.55737112767843
23	600	100379	225469	4048	13.603783685226828
24	600	100379	225469	4160	48.239028297259665
25	600	100379	225469	4272	4.067059080014602
26	600	100379	225469	4384	47.09316084703147
27	600	100379	225469	4628	1.1735772119289554
28	600	100379	225469	4756	41.03387919437928
29	600	100379	225469	4884	2.816982700878302
30	600	100379	225469	5012	28.546901871197832
31	600	100379	225469	5140	21.709563947592976
32	600	100379	225469	5268	49.80284838672911
33	600	100379	225469	1864	23.188404323118284
34	600	100379	225469	1928	26.663779999833736
35	600	100379	225469	1992	18.08579323699999
36	600	100379	225469	2056	48.9634498510048
37	600	100379	225469	2120	4.010757728703026
38	600	100379	225469	2184	4.632032288276679
39	600	100379	225469	2248	31.277753131518352
40	600	100379	225469	2312	10.019848007740784
41	600	100379	225469	2376	48.615691583748514
42	600	100379	225469	2440	23.31492174631848
43	600	100379	225469	2504	18.470450457298263
44	600	100379	225469	2568	19.382837385648777
45	600	100379	225469	2632	0.6401841562005638
46	600	100379	225469	2769	13.974811508646038
47	600	100379	225469	2838	4.415076523214759
48	600	100379	225469	2907	7.889005065864714
49	600	100379	225469	2976	14.985149718155258
50	600	100379	225469	3045	1.6902443035515131
51	600	100379	225469	3114	1.7774071302135075
52	600	100379	225469	3183	36.21515955114714
53	600	100379	225469	3252	4.146705184683574
54	600	100379	225469	3321	7.073057849075253
55	600	100379	225469	3390	12.295488813392017
56	600	100379	225469	3459	43.006275583378546
57	600	100379	225469	3528	14.482701536389152
58	600	100379	225469	964	14.246215920294969
59	600	100379	225469	1028	29.90456093762693
60	600	100379	225469	1092	50.97848821686283
61	600	100379	225469	1156	43.06748900386488
62	600	100379	225469	1220	18.056128633953797
63	600	100379	225469	1284	10.963646929669828
64	600	100379	225469	1348	10.587219739412333
65	600	100379	225469	1412	10.581594827157847
66	600	100379	225469	1476	2.94218182725564
67	600	100379	225469	1540	1.3413285667488377
68	600	100379	225469	1604	27.2723817943481
69	600	100379	225469	1668	5.057800801608578
70	600	100379	225469	1732	24.021427068109837
71	600	100360	225469	3647	7.76942267347032
72	600	100360	225469	3694	4.320037140275001
73	600	100360	225469	3741	2.7603314793876814
74	600	100360	225469	3788	72.2733026756599
75	600	100360	225469	3835	6.832040285620895
76	600	100360	225469	3882	1.5710595486646153
77	600	100360	225469	3929	25.538459308778297
78	600	100360	225469	3976	40.37035818933022
79	600	100360	225469	4023	7.709991005961317
80	600	100360	225469	4070	6.676406077212599
81	600	100360	225469	4117	10.335268837763277
82	600	100360	225469	4164	22.28826839635483
83	600	100360	225469	4211	15.75601533988789
84	600	100360	225469	4258	33.96740444089051
85	600	100360	225469	4305	1.591870396082832
86	600	100360	225469	4352	45.18902020882173
87	600	100360	225469	4399	53.0407557621087
88	600	100360	225469	4446	6.369604341268883
89	600	100375	225469	3647	47.145020104260695
90	600	100375	225469	3694	22.233202230493873
91	600	100375	225469	3741	72.31847333606541
92	600	100375	225469	3788	29.996756335218677
93	600	100375	225469	3835	9.259892070707842
94	600	100375	225469	3882	1.494115327845916
95	600	100375	225469	3929	41.23008654358941
96	600	100375	225469	3976	9.77751664682453
97	600	100375	225469	4023	3.2680926436127087
98	600	100375	225469	4070	14.236849407179225
99	600	100375	225469	4117	2.5166539428652612
100	600	100375	225469	4164	3.7676498815831287
101	600	100375	225469	4211	13.796072691759463
102	600	100375	225469	4258	5.620359561191103
103	600	100375	225469	4305	12.017971816891432
104	600	100375	225469	4352	30.786036949623682
105	600	100375	225469	4399	43.07309552335755
106	600	100375	225469	4446	14.416409563069857
107	600	100378	225469	2100	54.24359280997415
108	600	100378	225469	2400	2.1970786455330407
109	600	100378	225469	2925	0.8890754773012327
110	600	100378	225469	3150	2.1674945851658007
111	600	100378	225469	3375	29.774027628394016
112	600	100378	225469	300	4.0254031177721
113	600	100378	225469	600	16.46689656460439
114	600	100378	225469	1125	7.129186258781033
115	600	100378	225469	1350	5.430397713477468
116	600	100378	225469	1575	30.077626271394568
117	600	100378	225469	5625	20.511602017577076
118	600	100378	225469	5850	20.46844795663101
119	600	100378	225469	6075	3.117089433613799
120	600	100378	225469	6525	19.12287616446955
121	600	100378	225469	6750	65.88826049963133
122	600	100378	225469	6975	36.80309773746119
123	600	100378	225469	3900	3.602090023120719
124	600	100378	225469	4200	50.02963295469096
125	600	100378	225469	4725	27.06975172308609
126	600	100378	225469	4950	18.099321539453694
127	600	100378	225469	5175	3.8441978925479723
128	600	100378	225469	7500	16.72142345869631
129	600	100378	225469	7800	16.20561968166875
130	600	129912	225545	5625	17.034064181467933
131	600	129912	225545	5850	20.83739708614525
132	600	129912	225545	6075	34.718862546003116
133	600	129912	225545	6450	2.340492414374954
134	600	129912	225545	6600	53.42080740758912
135	600	129912	225545	6750	0.009974286173101445
